date,description,amount
2025-08-08,Restaurant Dinner,-369.34
2025-07-26,Walmart Supercenter,-189.34
2025-09-26,Netflix Subscription,-372.94
2025-09-03,Gym Membership,-211.8
2025-10-29,Grocery Store,-253.51
2026-05-13,Doctor Visit Copay,-435.08
2026-05-12,Apple iTunes,-117.08
2025-07-26,Parking Fee,-333.36
2025-12-28,Rent Payment,-2448.43
2025-12-23,Restaurant Dinner,-219.57
2026-02-19,Software Subscription,-266.94
2026-03-13,Dental Cleaning,-268.37
2025-11-27,Internet Service,-126.68
2026-05-08,Whole Foods Market,-35.54
2025-11-18,Parking Fee,-499.46
2026-02-15,Gym Membership,-31.25
2026-03-13,Starbucks Coffee,-475.36
2025-09-27,Uber Ride,-490.05
2025-10-16,Doctor Visit Copay,-475.47
2026-05-18,Spotify Premium,-279.78
2025-10-29,Hotel Stay,-285.1
2025-12-27,Walmart Supercenter,-110.63
2026-04-25,Uber Ride,-275.84
2026-02-12,Home Depot,-18.95
2026-01-19,Shell Gas Station,-470.73
2025-08-30,Gas Station,-52.79
2026-05-18,Dental Cleaning,-441.28
2025-09-17,Gym Membership,-495.79
2025-11-28,Shell Gas Station,-193.07
2026-04-15,Whole Foods Market,-380.47
2026-03-22,Chipotle Mexican Grill,-95.13
2026-02-16,Gas Station,-432.4
2025-10-08,Amazon Purchase,-192.48
2026-05-08,Insurance Premium,-238.29
2025-09-09,Software Subscription,-423.35
2025-11-15,Grocery Store,-296.36
2026-04-21,Insurance Premium,-359.14
2025-10-26,Insurance Premium,-276
2026-02-10,Electric Bill,-373.19
2026-04-28,Shell Gas Station,-397.05
2025-07-31,Target Store,-453.23
2026-02-22,Insurance Premium,-170.61
2026-03-02,Home Depot,-8.52
2025-07-30,Whole Foods Market,-162.39
2026-01-28,Flight Booking,-100.75
2025-10-24,Shell Gas Station,-164.54
2025-07-03,CVS Pharmacy,-344.26
2026-05-29,Electric Bill,-291.26
2025-12-14,Gas Station,-463.08
2026-01-18,Amazon Purchase,-105.78
2026-03-09,Rent Payment,-2915.01
2025-09-04,Flight Booking,-281.53
2026-04-18,Shell Gas Station,-254.5
2026-01-05,Grocery Store,-294.26
2025-09-17,Netflix Subscription,-376.14
2025-08-19,Starbucks Coffee,-460.75
2026-02-21,Payroll Direct Deposit,3328.22
2026-03-14,Electric Bill,-332.44
2026-05-21,Uber Ride,-50.98
2025-07-09,Internet Service,-162.98
2025-10-25,Insurance Premium,-65.85
2026-03-26,Uber Ride,-59.94
2025-10-01,Uber Ride,-429.64
2025-12-03,Internet Service,-95.52
2026-05-09,Flight Booking,-350.88
2026-03-30,Payroll Direct Deposit,5143.64
2025-08-01,Uber Ride,-434.92
2025-09-07,Doctor Visit Copay,-235.68
2026-03-05,Hotel Stay,-290.39
2025-12-05,Chipotle Mexican Grill,-450.88
2025-07-15,Internet Service,-367.45
2025-11-26,Walmart Supercenter,-28.57
2026-03-26,Spotify Premium,-310.94
2025-08-23,Gas Station,-178.41
2026-02-17,Insurance Premium,-21.18
2025-11-08,Gas Station,-195.6
2025-07-24,Internet Service,-330.56
2026-02-25,Restaurant Dinner,-368.87
2026-01-12,Shell Gas Station,-272.55
2025-11-03,Chipotle Mexican Grill,-84.94
2026-05-11,Apple iTunes,-199.52
2025-09-17,Restaurant Dinner,-100.98
2025-08-26,Grocery Store,-177.6
2026-01-31,Starbucks Coffee,-267.49
2026-02-17,Amazon Purchase,-239.65
2025-09-25,Uber Ride,-33.88
2026-05-02,Dental Cleaning,-20.44
2026-03-21,Apple iTunes,-23.82
2025-11-21,Spotify Premium,-483.73
2026-03-08,Chipotle Mexican Grill,-422.09
2026-05-27,Parking Fee,-61.85
2026-03-23,Home Depot,-37.62
2025-10-29,Target Store,-187.18
2025-09-11,Starbucks Coffee,-188.63
2026-02-19,CVS Pharmacy,-387.23
2025-10-26,Payroll Direct Deposit,6015.97
2026-04-05,Amazon Purchase,-316.7
2025-12-07,Doctor Visit Copay,-428.23
2025-11-24,Grocery Store,-71.43
2025-10-06,Internet Service,-384.25
2025-12-06,Uber Ride,-475.82
2025-12-23,Insurance Premium,-325.04
2025-10-06,CVS Pharmacy,-320.64
2026-03-29,Flight Booking,-305.27
2026-04-10,Rent Payment,-1428.64
2025-09-20,Hotel Stay,-347.2
2026-01-26,Netflix Subscription,-6.78
2025-09-09,Insurance Premium,-130.18
2025-12-09,Grocery Store,-401.8
2026-02-20,Parking Fee,-476.76
2026-04-14,Netflix Subscription,-50.79
2026-04-29,Internet Service,-14.91
2026-04-21,Uber Ride,-493.56
2025-07-12,Hotel Stay,-237.14
2025-11-28,Gas Station,-367.66
2026-01-05,Gym Membership,-155.15
2026-05-28,Amazon Purchase,-325.34
2025-08-08,Apple iTunes,-411.73
2025-12-14,Shell Gas Station,-439.05
2025-10-11,Chipotle Mexican Grill,-31.27
2025-07-22,Walmart Supercenter,-204.83
2025-11-28,Software Subscription,-243.48
2026-02-28,Uber Ride,-383.16
2025-07-09,Chipotle Mexican Grill,-8.95
2025-08-19,Home Depot,-324.17
2026-05-27,Rent Payment,-2569.76
2026-02-12,Dental Cleaning,-494.54
2025-07-22,Chipotle Mexican Grill,-402.6
2025-12-22,Uber Ride,-349.52
2026-05-04,Electric Bill,-350.44
2026-03-10,Uber Ride,-205.44
2026-02-20,Software Subscription,-497.01
2025-10-03,Internet Service,-131.68
2026-03-05,Home Depot,-489.55
2025-11-03,Netflix Subscription,-332.99
2025-07-30,Hotel Stay,-190.59
2026-04-21,Internet Service,-238.44
2025-11-09,Insurance Premium,-360.82
2026-05-25,Target Store,-236.23
2026-01-09,Chipotle Mexican Grill,-302.1
2026-04-22,Walmart Supercenter,-333.67
2025-12-17,Uber Ride,-452.07
2026-02-19,Target Store,-33.67
2026-01-20,Parking Fee,-272.64
2025-10-28,Amazon Purchase,-222.71
2025-11-19,Internet Service,-386.06
2026-01-07,CVS Pharmacy,-475.85
2026-03-09,Walmart Supercenter,-221.63
2025-11-13,Internet Service,-211.21
2026-04-12,Insurance Premium,-306.03
2026-05-03,Internet Service,-377.84
2026-02-26,Target Store,-159.44
2026-05-08,CVS Pharmacy,-12.95
2026-04-14,Uber Ride,-28.03
2026-05-19,Gas Station,-479
2026-02-05,Amazon Purchase,-351.47
2025-12-20,Electric Bill,-135.81
2025-07-11,Apple iTunes,-63.84
2025-08-27,Walmart Supercenter,-259.77
2025-11-07,Netflix Subscription,-449.49
2025-11-04,Flight Booking,-27.98
2026-01-06,Spotify Premium,-207.63
2026-04-05,Restaurant Dinner,-471.24
2026-03-07,Rent Payment,-2512.67
2026-02-15,Spotify Premium,-7.54
2025-10-23,Uber Ride,-242.68
2025-10-09,Walmart Supercenter,-248.81
2026-01-05,Payroll Direct Deposit,4025.95
2025-09-17,Target Store,-150.89
2026-04-17,Home Depot,-136.31
2026-05-23,Hotel Stay,-292.35
2025-12-12,Amazon Purchase,-345.82
2025-10-17,Electric Bill,-460.28
2025-11-20,Insurance Premium,-273.39
2025-12-19,Doctor Visit Copay,-180.52
2025-09-24,Rent Payment,-2296.47
2026-05-13,CVS Pharmacy,-351.97
2026-02-16,Chipotle Mexican Grill,-318.43
2025-07-04,Gas Station,-87.45
2026-01-15,Parking Fee,-325.45
2026-04-06,Payroll Direct Deposit,5722.01
2025-12-15,Doctor Visit Copay,-454.07
2026-04-26,Whole Foods Market,-372.27
2026-02-24,Restaurant Dinner,-465.38
2026-03-06,Spotify Premium,-100.61
2025-12-21,Netflix Subscription,-13.79
2026-05-31,Internet Service,-174.29
2026-02-23,Gas Station,-141.13
2025-09-29,Gym Membership,-227.16
2026-05-16,Grocery Store,-129.04
2026-05-16,Electric Bill,-398.66
2025-07-30,Payroll Direct Deposit,7307.52
2025-07-15,CVS Pharmacy,-468.86
2026-02-24,Restaurant Dinner,-230.64
2025-10-01,Payroll Direct Deposit,4397.86
2025-09-11,Amazon Purchase,-50.22
2025-12-06,Parking Fee,-101.81
2026-03-12,Electric Bill,-391.86
2026-02-16,Spotify Premium,-368.85
2025-09-14,Flight Booking,-404.89
2025-11-10,Chipotle Mexican Grill,-391.88
2026-03-15,Chipotle Mexican Grill,-200.4
2025-08-30,Target Store,-261.32
2026-03-02,Payroll Direct Deposit,7931.51
2026-04-28,Chipotle Mexican Grill,-234.53
2026-01-20,Spotify Premium,-17.4
2026-04-24,Shell Gas Station,-127.13
2025-11-14,Amazon Purchase,-215.75
2025-09-27,Apple iTunes,-350.24
2026-01-02,Insurance Premium,-146.58
2025-11-27,Restaurant Dinner,-137.87
2025-11-10,Starbucks Coffee,-176.53
2025-12-17,CVS Pharmacy,-40.83
2026-03-09,Grocery Store,-265.04
2026-02-07,Target Store,-223.34
2025-09-24,Shell Gas Station,-149.36
2025-08-31,Electric Bill,-301.47
2026-01-30,Parking Fee,-488.24
2025-11-11,Flight Booking,-483.43
2025-09-05,Netflix Subscription,-127.99
2025-10-26,Starbucks Coffee,-390.37
2026-05-20,Shell Gas Station,-483.11
2025-11-09,Software Subscription,-171.06
2025-08-02,Internet Service,-72.69
2025-07-23,Gym Membership,-434.81
2025-09-10,Payroll Direct Deposit,4270.83
2025-10-07,Walmart Supercenter,-310.09
2026-04-07,Rent Payment,-2361.59
2026-04-22,Spotify Premium,-26.52
2025-08-03,Home Depot,-283
2026-01-20,Doctor Visit Copay,-266.61
2025-12-12,Home Depot,-119.13
2026-02-23,Internet Service,-41.97
2025-10-01,Home Depot,-172.5
2025-11-10,Gym Membership,-150.15
2026-04-05,Shell Gas Station,-457.02
2026-05-27,Amazon Purchase,-316.21
2025-08-04,Electric Bill,-385.11
2025-12-05,Software Subscription,-145.9
2026-02-27,Gas Station,-108.06
2026-03-14,Whole Foods Market,-358.5
2026-05-29,Gym Membership,-187.59
2026-01-29,Doctor Visit Copay,-376.74
2026-05-22,Electric Bill,-205.7
2025-09-27,Internet Service,-401.83
2026-01-02,Chipotle Mexican Grill,-140.22
2026-04-24,Internet Service,-340.4
2025-12-02,Amazon Purchase,-145.75
2026-03-09,Target Store,-277.14
2025-12-11,Internet Service,-354.17
2026-05-20,Starbucks Coffee,-109.2
2025-09-28,Apple iTunes,-354.13
2025-08-31,Whole Foods Market,-244.95
2025-07-10,Parking Fee,-153.76
2025-11-27,Shell Gas Station,-148.87
2026-05-07,Insurance Premium,-440.46
2026-03-27,Software Subscription,-87.1
2025-11-18,Chipotle Mexican Grill,-234.91
2026-03-06,Home Depot,-88.36
2026-05-21,Shell Gas Station,-299.51
2025-07-07,Software Subscription,-118.94
2026-04-16,Whole Foods Market,-19.6
2026-01-29,Shell Gas Station,-414.9
2025-09-02,Internet Service,-132.32
2025-10-22,Rent Payment,-2451.49
2025-08-18,Dental Cleaning,-495.89
2026-03-02,Netflix Subscription,-118.51
2025-11-04,Rent Payment,-2366.72
2026-02-27,CVS Pharmacy,-252.89
2025-08-18,Chipotle Mexican Grill,-327.21
2025-08-02,Insurance Premium,-235.49
2025-12-08,Home Depot,-354.54
2026-03-09,Restaurant Dinner,-499.99
2025-10-04,Whole Foods Market,-74.03
2026-01-15,Flight Booking,-136.45
2025-12-06,Home Depot,-273.58
2025-08-19,Restaurant Dinner,-16.16
2026-05-19,Netflix Subscription,-358.66
2026-04-24,Grocery Store,-178.24
2026-02-16,Apple iTunes,-238.65
2026-04-04,Target Store,-409.67
2025-07-03,Home Depot,-195.52
2026-05-18,Flight Booking,-414.77
2026-01-06,Payroll Direct Deposit,7391.19
2025-10-13,Uber Ride,-364.03
2025-09-29,Netflix Subscription,-262.67
2026-05-08,Internet Service,-343.4
2025-10-24,Flight Booking,-91.73
2026-01-07,Gas Station,-304
2025-11-02,Hotel Stay,-171.94
2025-11-14,Internet Service,-269.58
2026-01-06,Payroll Direct Deposit,3006.49
2025-12-31,Insurance Premium,-43.96
2026-05-06,Doctor Visit Copay,-63.25
2025-08-30,Apple iTunes,-368.98
2026-03-26,Electric Bill,-335.4
2025-12-08,Shell Gas Station,-132.73
2025-12-05,Grocery Store,-395.62
2026-05-21,Electric Bill,-477.79
2025-12-19,Parking Fee,-204.68
2026-03-13,Amazon Purchase,-21.39
2026-02-11,Electric Bill,-45.75
2025-09-01,Uber Ride,-211.22
2025-11-16,Uber Ride,-497.74
2026-01-30,Restaurant Dinner,-210.25
2025-10-19,Rent Payment,-2950.93
2025-07-06,Parking Fee,-385.08
2025-11-30,Walmart Supercenter,-53.5
2025-08-31,Internet Service,-219.01
2025-09-12,Gas Station,-118.7
2025-07-20,Grocery Store,-96.09
2026-05-01,Insurance Premium,-156.25
2025-07-14,Home Depot,-86.01
2026-02-19,Rent Payment,-1904.91
2026-01-14,Uber Ride,-159.17
2026-05-02,Gas Station,-78.43
2025-09-25,CVS Pharmacy,-53.95
2026-01-31,Target Store,-9.84
2025-07-07,Rent Payment,-2591.8
2025-10-08,Electric Bill,-78.17
2025-07-09,CVS Pharmacy,-225.69
2025-09-14,Target Store,-489.47
2026-01-02,Software Subscription,-222.77
2025-11-04,Gas Station,-24.45
2026-01-24,Uber Ride,-459.6
2026-03-04,Apple iTunes,-361.53
2025-07-19,Software Subscription,-46.76
2026-05-15,Starbucks Coffee,-126.44
2026-04-04,Netflix Subscription,-163.41
2026-02-16,Payroll Direct Deposit,4742.44
2025-08-29,Chipotle Mexican Grill,-157.83
2026-02-17,Doctor Visit Copay,-27.37
2025-10-01,Spotify Premium,-381.95
2025-08-08,Starbucks Coffee,-332.94
2025-10-31,Internet Service,-458.97
2026-03-04,Chipotle Mexican Grill,-78.59
2025-12-17,Hotel Stay,-155.22
2025-09-12,Spotify Premium,-312.67
2026-05-12,Apple iTunes,-291.45
2025-09-14,Rent Payment,-1618.56
2025-11-25,Uber Ride,-347.75
2025-08-06,Uber Ride,-61.05
2026-01-13,Amazon Purchase,-472.19
2025-10-17,Parking Fee,-408.71
2026-04-04,Electric Bill,-455.24
2026-03-03,Uber Ride,-96.86
2026-03-02,Grocery Store,-297.59
2025-08-26,Parking Fee,-398.62
2026-01-30,Uber Ride,-242.81
2026-03-30,Doctor Visit Copay,-162.45
2025-07-05,Electric Bill,-77.7
2025-07-29,Insurance Premium,-208.13
2026-04-11,Dental Cleaning,-6.36
2026-05-16,Target Store,-444.17
2026-02-25,Chipotle Mexican Grill,-88.42
2025-11-13,Insurance Premium,-390.59
2025-07-16,Rent Payment,-2816.46
2026-03-30,Target Store,-477.29
2025-10-10,CVS Pharmacy,-300.48
2025-08-11,Software Subscription,-83.76
2025-10-03,Hotel Stay,-231.88
2026-03-27,Insurance Premium,-200.6
2025-12-27,Grocery Store,-255.21
2026-02-27,Parking Fee,-462.49
2025-08-28,Whole Foods Market,-10.87
2025-11-23,Restaurant Dinner,-355.74
2025-10-28,Parking Fee,-118.53
2025-11-22,Chipotle Mexican Grill,-158.57
2026-04-12,Target Store,-377.55
2025-07-15,Amazon Purchase,-491.17
2026-02-04,Apple iTunes,-164.99
2025-11-13,CVS Pharmacy,-463.3
2025-10-21,Hotel Stay,-330.28
2026-01-03,Target Store,-356.87
2025-11-06,Gas Station,-84.24
2025-09-10,Electric Bill,-67.92
2025-10-06,Gym Membership,-384.19
2025-10-22,Dental Cleaning,-277.06
2026-04-30,Netflix Subscription,-138.75
2025-11-10,Spotify Premium,-269.78
2025-12-28,Payroll Direct Deposit,3246.05
2025-10-27,Walmart Supercenter,-388.91
2025-10-23,Hotel Stay,-375.84
2026-03-18,Chipotle Mexican Grill,-109.38
2026-01-25,Target Store,-435
2025-10-02,Electric Bill,-271.91
2026-02-27,Software Subscription,-474.36
2026-01-17,Apple iTunes,-343.5
2026-03-08,Spotify Premium,-147.67
2025-11-28,Spotify Premium,-157.25
2025-09-25,Hotel Stay,-313.37
2026-02-09,Amazon Purchase,-47.91
2026-05-02,Chipotle Mexican Grill,-232.46
2026-05-08,Whole Foods Market,-258.32
2025-12-03,Target Store,-227.09
2025-07-05,Internet Service,-444.58
2026-01-25,Grocery Store,-384.33
2025-11-09,Chipotle Mexican Grill,-44.42
2025-08-06,Dental Cleaning,-93.71
2026-04-05,Walmart Supercenter,-473.6
2026-01-26,Payroll Direct Deposit,6845.56
2026-05-16,Electric Bill,-487.07
2026-04-13,Chipotle Mexican Grill,-363.81
2026-03-14,Amazon Purchase,-333.59
2025-09-06,Grocery Store,-217.26
2025-12-02,Starbucks Coffee,-30.17
2025-10-05,Hotel Stay,-201.08
2025-07-15,Restaurant Dinner,-372.78
2025-09-28,Spotify Premium,-78.26
2025-11-23,Software Subscription,-341.01
2025-12-20,Netflix Subscription,-40.86
2025-09-17,Target Store,-79.95
2025-08-14,Electric Bill,-189.11
2025-08-06,Uber Ride,-303.19
2026-04-02,Apple iTunes,-222.72
2026-04-27,Doctor Visit Copay,-398.16
2026-05-23,Flight Booking,-66.18
2026-04-16,Home Depot,-59.23
2025-07-04,Uber Ride,-269.87
2026-04-03,Internet Service,-390.24
2025-11-16,Insurance Premium,-323.95
2026-02-11,Netflix Subscription,-270.97
2026-04-19,Electric Bill,-23.5
2025-07-06,CVS Pharmacy,-416.7
2025-08-24,Whole Foods Market,-367.54
2026-05-31,Gas Station,-209.36
2026-05-18,Hotel Stay,-353.88
2025-08-03,Home Depot,-77.56
2026-03-14,Spotify Premium,-428.24
2025-08-03,Gym Membership,-347.86
2025-09-01,Rent Payment,-1898.68
2025-11-04,Chipotle Mexican Grill,-129.7
2025-12-12,Chipotle Mexican Grill,-177.27
2025-12-09,Dental Cleaning,-223.12
2025-07-30,Netflix Subscription,-440.39
2025-10-13,Shell Gas Station,-205.47
2025-07-26,Rent Payment,-1635.82
2026-03-24,Chipotle Mexican Grill,-475.75
2025-12-19,Home Depot,-436.21
2026-04-10,Flight Booking,-96.29
2026-02-16,Gas Station,-173.71
2025-12-09,Target Store,-240.39
2025-10-10,Gym Membership,-329.44
2026-01-01,Walmart Supercenter,-34.53
2025-12-29,Home Depot,-427.37
2026-04-23,Home Depot,-32.9
2025-08-27,Whole Foods Market,-151.32
2025-10-21,Walmart Supercenter,-440.25
2026-05-30,Dental Cleaning,-377.46
2026-03-09,Whole Foods Market,-295.87
2025-08-17,Whole Foods Market,-352.96
2025-07-20,Chipotle Mexican Grill,-496.4
2025-11-27,Walmart Supercenter,-93.58
2025-12-11,Netflix Subscription,-369.12
2025-10-07,Internet Service,-48.88
2025-09-03,Gas Station,-353.73
2025-10-20,Grocery Store,-400.66
2026-03-23,Payroll Direct Deposit,3359.53
2025-09-07,Dental Cleaning,-429.71
2025-11-14,Hotel Stay,-286.14
2026-03-03,Flight Booking,-27.07
2026-03-20,Shell Gas Station,-126.5
2025-11-12,Starbucks Coffee,-378.31
2026-02-19,Electric Bill,-257.37
2025-11-02,Dental Cleaning,-131.38
2025-08-01,Whole Foods Market,-363.95
2025-11-11,Internet Service,-276.18
2026-01-19,Target Store,-189.24
2026-03-15,Gas Station,-78.45
2026-05-17,Internet Service,-361.8
2025-10-21,Parking Fee,-286.96
2026-03-28,Shell Gas Station,-428.62
2025-08-14,Walmart Supercenter,-76.47
2026-01-29,Shell Gas Station,-76.26
2025-08-04,Doctor Visit Copay,-420.44
2025-10-19,Amazon Purchase,-139.77
2026-05-18,Grocery Store,-129.78
2025-10-24,Chipotle Mexican Grill,-344.4
2026-03-13,Netflix Subscription,-499.59
2025-12-23,Electric Bill,-376.46
2026-04-19,Hotel Stay,-390.93
2025-07-14,Insurance Premium,-277.31
2026-01-22,Chipotle Mexican Grill,-299.05
2026-04-07,Insurance Premium,-210.59
2025-08-14,Shell Gas Station,-422.83
2025-10-20,Rent Payment,-1601.49
2026-02-11,Walmart Supercenter,-179.74
2025-12-23,Software Subscription,-439.91
2025-09-28,Grocery Store,-490.2
2025-08-28,Gym Membership,-271.69
2025-11-18,Walmart Supercenter,-52.63
2025-09-26,Target Store,-362.1
2026-04-20,Chipotle Mexican Grill,-420.64
2026-04-02,Payroll Direct Deposit,6116.36
2026-02-16,Uber Ride,-117.8
2026-04-25,Internet Service,-398.18
2025-09-06,Starbucks Coffee,-475.77
2025-07-08,Gym Membership,-177.1
2025-09-17,Rent Payment,-1737.78
2025-10-23,Doctor Visit Copay,-265.32
2025-08-23,CVS Pharmacy,-110.92
2025-10-26,Home Depot,-328.03
2025-07-20,Parking Fee,-94.34
2025-08-17,Walmart Supercenter,-369.16
2026-02-21,Dental Cleaning,-293.16
2025-08-04,Internet Service,-67.76
2026-03-26,Rent Payment,-2371.37
2026-03-31,Internet Service,-300.69
2025-07-06,Dental Cleaning,-400.24
2025-08-24,Flight Booking,-468.84
2026-01-29,Uber Ride,-234.8
2026-04-15,Target Store,-272.71
2026-03-27,Insurance Premium,-402.36
2026-04-10,Restaurant Dinner,-195.83
2026-04-21,Rent Payment,-1886.69
2026-05-25,Whole Foods Market,-32.46
2025-07-31,Hotel Stay,-353.35
2026-03-24,Electric Bill,-119.03
2025-09-21,Chipotle Mexican Grill,-6.31
2026-01-28,Netflix Subscription,-252.38
2025-10-19,Starbucks Coffee,-25.43
2026-01-21,Uber Ride,-7.07
2026-05-19,Payroll Direct Deposit,5985.63
2025-08-26,Electric Bill,-175.01
2025-09-26,Shell Gas Station,-213.37
2025-07-13,Gas Station,-237.93
2025-09-23,Flight Booking,-435.7
2025-07-25,Netflix Subscription,-320.68
2026-05-20,Flight Booking,-269.84
2025-10-11,Home Depot,-365.22
2026-01-28,Rent Payment,-1656.15
2025-09-02,Walmart Supercenter,-342.48
2026-03-11,Rent Payment,-2621.64
2025-09-21,Rent Payment,-1624.28
2025-08-31,Starbucks Coffee,-49.7
2025-09-05,Payroll Direct Deposit,7211.43
2025-07-29,Chipotle Mexican Grill,-348.38
2026-03-20,Parking Fee,-212.55
2026-01-07,Starbucks Coffee,-120.31
2026-04-28,Amazon Purchase,-162.98
2025-11-14,Dental Cleaning,-431.87
2025-11-22,Rent Payment,-2112.51
2026-03-09,CVS Pharmacy,-19.34
2025-11-08,Netflix Subscription,-148.89
2025-08-13,CVS Pharmacy,-154.67
2025-12-04,Apple iTunes,-86.05
2026-02-04,Chipotle Mexican Grill,-398.02
2025-12-21,Grocery Store,-443.35
2026-05-07,Insurance Premium,-244.04
2026-01-16,Walmart Supercenter,-140.55
2026-02-05,Parking Fee,-400.06
2026-02-13,Netflix Subscription,-157.32
2026-01-20,Internet Service,-79.38
2026-04-27,Chipotle Mexican Grill,-428.41
2026-02-16,Uber Ride,-433.02
2025-10-17,Home Depot,-299.67
2025-11-18,CVS Pharmacy,-183.77
2025-09-11,Payroll Direct Deposit,7661.62
2026-05-14,Payroll Direct Deposit,3436.63
2025-08-31,Restaurant Dinner,-431.54
2026-05-22,Electric Bill,-380.18
2025-08-08,Shell Gas Station,-101.42
2026-01-23,Gym Membership,-104.37
2026-04-13,Amazon Purchase,-251.53
2025-12-18,Spotify Premium,-174.65
2026-04-16,Netflix Subscription,-418.16
2026-04-20,Gas Station,-190.51
2026-04-01,Hotel Stay,-271.83
2026-04-23,Amazon Purchase,-468.05
2025-08-12,Electric Bill,-424.31
2025-10-20,Payroll Direct Deposit,6254.49
2026-03-15,Uber Ride,-419.91
2026-03-08,Gym Membership,-493.9
2025-10-17,Starbucks Coffee,-28.42
2025-12-18,Grocery Store,-419.24
2026-02-21,Chipotle Mexican Grill,-270.47
2026-03-07,Rent Payment,-1517.85
2026-04-08,Netflix Subscription,-214.78
2025-11-26,Chipotle Mexican Grill,-139.94
2026-05-04,Chipotle Mexican Grill,-133.15
2025-08-31,Shell Gas Station,-56.02
2026-03-22,Software Subscription,-379.84
2025-12-20,Rent Payment,-1784.98
2026-04-11,Shell Gas Station,-180.32
2025-11-08,Shell Gas Station,-83.9
2025-08-28,Walmart Supercenter,-449.76
2025-12-28,Uber Ride,-499.78
2025-11-02,Chipotle Mexican Grill,-290.64
2025-10-19,Internet Service,-257.1
2026-04-27,Payroll Direct Deposit,6897.43
2026-04-28,Amazon Purchase,-406.53
2025-07-10,Shell Gas Station,-142.86
2025-10-31,Netflix Subscription,-95.44
2025-10-15,Doctor Visit Copay,-390.89
2026-04-20,Grocery Store,-69.01
2025-11-20,Software Subscription,-102.88
2026-04-12,Insurance Premium,-358.49
2026-02-26,Spotify Premium,-242.32
2026-02-06,Target Store,-299.16
2026-05-16,Gas Station,-209.3
2025-09-19,Gym Membership,-32.72
2025-10-03,Whole Foods Market,-329.92
2025-12-23,Shell Gas Station,-25.39
2026-03-23,Electric Bill,-458.72
2026-02-17,Apple iTunes,-398.7
2025-07-03,Chipotle Mexican Grill,-20.87
2025-12-15,Starbucks Coffee,-166.53
2025-08-16,Restaurant Dinner,-480.83
2026-03-09,Home Depot,-457.12
2025-09-12,Software Subscription,-18.65
2025-10-25,Target Store,-403.58
2025-12-25,Apple iTunes,-94.24
2025-12-21,Internet Service,-156.47
2025-09-24,Spotify Premium,-237.41
2025-09-15,Gas Station,-174.89
2025-07-24,Parking Fee,-459.93
2026-04-14,Software Subscription,-370.89
2025-09-01,Parking Fee,-274.3
2025-11-16,Gas Station,-329.7
2025-11-25,Amazon Purchase,-453.46
2026-02-12,Gym Membership,-66.2
2025-11-12,Insurance Premium,-216.81
2025-11-16,Doctor Visit Copay,-428.42
2026-01-09,Uber Ride,-86.23
2026-05-05,Electric Bill,-26.22
2025-10-07,Parking Fee,-389.89
2026-02-12,Dental Cleaning,-195.61
2026-05-11,Internet Service,-409.46
2025-07-06,Starbucks Coffee,-125.4
2025-09-14,Netflix Subscription,-272.09
2025-10-23,Electric Bill,-310.91
2025-12-21,Payroll Direct Deposit,3443.32
2026-01-26,Home Depot,-426.86
2025-11-30,Restaurant Dinner,-336.35
2025-07-10,Rent Payment,-2734.61
2026-02-07,Internet Service,-279.08
2025-10-13,Walmart Supercenter,-45.16
2026-03-19,Uber Ride,-65.65
2025-12-17,Restaurant Dinner,-201.35
2025-09-01,Payroll Direct Deposit,4273.53
2025-10-24,Home Depot,-129.62
2025-08-09,Spotify Premium,-275.43
2025-07-28,Grocery Store,-26.25
2025-10-05,Insurance Premium,-485.64
2025-08-13,Internet Service,-139.07
2025-11-11,CVS Pharmacy,-426.8
2025-07-27,Electric Bill,-49.12
2025-07-05,Software Subscription,-194.37
2025-07-20,Starbucks Coffee,-356.36
2026-03-11,Home Depot,-465.3
2025-09-22,Insurance Premium,-230.48
2025-11-08,Gas Station,-10.64
2025-10-16,Amazon Purchase,-201.9
2025-08-08,Amazon Purchase,-319.02
2025-07-28,Insurance Premium,-292.38
2025-12-16,Internet Service,-219.57
2025-07-17,Target Store,-292.81
2026-05-28,Software Subscription,-94.87
2025-07-05,Uber Ride,-470.66
2025-09-11,Walmart Supercenter,-208.33
2026-01-13,Shell Gas Station,-41.8
2025-12-25,Target Store,-473.72
2025-09-21,Whole Foods Market,-167.7
2025-12-15,Shell Gas Station,-68.65
2026-05-20,Shell Gas Station,-446.03
2025-12-27,Netflix Subscription,-278.12
2025-11-22,Whole Foods Market,-316.36
2026-03-21,Netflix Subscription,-307.25
2026-02-24,Target Store,-201.21
2025-12-14,Gas Station,-418.78
2026-03-20,Software Subscription,-84.41
2025-08-26,Dental Cleaning,-72.07
2026-05-23,Chipotle Mexican Grill,-322.45
2025-12-13,Starbucks Coffee,-148.59
2025-10-04,Grocery Store,-101.42
2026-02-11,Uber Ride,-82.81
2025-11-23,Amazon Purchase,-38.22
2025-08-15,Home Depot,-214.56
2025-12-25,Flight Booking,-119.27
2025-10-20,Flight Booking,-362.93
2025-08-10,Chipotle Mexican Grill,-308.55
2026-01-07,Parking Fee,-130.81
2025-11-11,Flight Booking,-408.06
2025-10-22,Home Depot,-296.86
2025-07-22,Software Subscription,-65.2
2025-07-08,Target Store,-329.83
2025-08-31,Doctor Visit Copay,-462.25
2025-07-03,Netflix Subscription,-111.85
2025-07-28,Hotel Stay,-278.86
2025-09-16,Restaurant Dinner,-459.08
